MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
SANTO ANTONIO DO RIO ABAIXO,604,307,2020,1
SANTO HIPOLITO,813,360,2020,1
SANTOS DUMONT,19471,4962,2020,1
SAO BENTO ABADE,1648,231,2020,1
SAO BRAS DO SUACUI,2005,348,2020,1
SAO DOMINGOS DAS DORES,3216,1465,2020,1
SAO DOMINGOS DO PRATA,7643,1875,2020,1
SAO FELIX DE MINAS,1251,618,2020,1
SAO FRANCISCO,16847,8436,2020,1
SAO FRANCISCO DE PAULA,3219,893,2020,1
SAO FRANCISCO DE SALES,2935,576,2020,1
SAO FRANCISCO DO GLORIA,1968,594,2020,1
SAO GERALDO,3848,1245,2020,1
SAO GERALDO DA PIEDADE,1463,897,2020,1
SAO GERALDO DO BAIXIO,840,357,2020,1
SAO GONCALO DO ABAETE,2443,358,2020,1
SAO GONCALO DO PARA,7035,1814,2020,1
SAO GONCALO DO RIO ABAIXO,4843,769,2020,1
SAO GONCALO DO RIO PRETO,1140,404,2020,1
SAO GONCALO DO SAPUCAI,12038,1817,2020,1
SAO GOTARDO,24101,4364,2020,1
SAO JOAO BATISTA DO GLORIA,4356,1480,2020,1
SAO JOAO DA LAGOA,1118,387,2020,1
SAO JOAO DA MATA,1808,466,2020,1
SAO JOAO DA PONTE,6334,3320,2020,1
SAO JOAO DAS MISSOES,2042,1323,2020,1
SAO JOAO DEL REI,54669,15113,2020,1
SAO JOAO DO MANHUACU,5427,1642,2020,1
SAO JOAO DO MANTENINHA,2408,1112,2020,1
SAO JOAO DO ORIENTE,3091,1156,2020,1
SAO JOAO DO PACUI,849,416,2020,1
SAO JOAO DO PARAISO,9361,4459,2020,1
SAO JOAO EVANGELISTA,7196,2572,2020,1
SAO JOAO NEPOMUCENO,13378,3752,2020,1
SAO JOAQUIM DE BICAS,13230,1838,2020,1
SAO JOSE DA BARRA,3513,587,2020,1
SAO JOSE DA LAPA,16751,2921,2020,1
SAO JOSE DA SAFIRA,893,561,2020,1
SAO JOSE DA VARGINHA,1953,861,2020,1
SAO JOSE DO ALEGRE,1715,421,2020,1
SAO JOSE DO DIVINO,1209,652,2020,1
SAO JOSE DO GOIABAL,2015,601,2020,1
SAO JOSE DO JACURI,2210,1077,2020,1
SAO JOSE DO MANTIMENTO,1263,662,2020,1
SAO LOURENCO,26997,7309,2020,1
SAO MIGUEL DO ANTA,3149,1386,2020,1
SAO PEDRO DA UNIAO,3483,1140,2020,1
SAO PEDRO DO SUACUI,1609,666,2020,1
SAO PEDRO DOS FERROS,2596,724,2020,1
SAO ROMAO,2364,910,2020,1
SAO ROQUE DE MINAS,5010,1352,2020,1
SAO SEBASTIAO DA BELA VISTA,2270,463,2020,1
SAO SEBASTIAO DA VARGEM ALEGRE,1509,569,2020,1
SAO SEBASTIAO DO ANTA,2830,1287,2020,1
SAO SEBASTIAO DO MARANHAO,2751,1537,2020,1
SAO SEBASTIAO DO OESTE,2948,802,2020,1
SAO SEBASTIAO DO PARAISO,48621,8492,2020,1
SAO SEBASTIAO DO RIO PRETO,486,224,2020,1
SAO SEBASTIAO DO RIO VERDE,911,243,2020,1
SAO TIAGO,5790,1078,2020,1
SAO TOMAS DE AQUINO,3545,425,2020,1
SAO TOME DAS LETRAS,1931,527,2020,1
SAO VICENTE DE MINAS,2920,411,2020,1
SAPUCAI-MIRIM,3914,820,2020,1
SARDOA,3156,1581,2020,1
SARZEDO,15366,2142,2020,1
SEM-PEIXE,906,415,2020,1
SENADOR AMARAL,3387,923,2020,1
SENADOR CORTES,835,187,2020,1
SENADOR FIRMINO,5624,2589,2020,1
SENADOR JOSE BENTO,595,94,2020,1
SENADOR MODESTINO GONCALVES,1237,504,2020,1
SENHORA DE OLIVEIRA,2405,864,2020,1
SENHORA DO PORTO,1200,536,2020,1
SENHORA DOS REMEDIOS,5040,2134,2020,1
SERICITA,3996,1622,2020,1
SERITINGA,806,125,2020,1
SERRA AZUL DE MINAS,1106,563,2020,1
SERRA DA SAUDADE,405,31,2020,1
SERRA DO SALITRE,5902,851,2020,1
SERRA DOS AIMORES,2054,702,2020,1
SERRANIA,3374,571,2020,1
SERRANOPOLIS DE MINAS,1368,874,2020,1
SERRANOS,869,184,2020,1
SERRO,7396,2420,2020,1
SETE LAGOAS,134129,28211,2020,1
SETUBINHA,1603,802,2020,1
SILVEIRANIA,1016,349,2020,1
SILVIANOPOLIS,2968,661,2020,1
SIMAO PEREIRA,2192,252,2020,1
SIMONESIA,10521,4558,2020,1
SOBRALIA,1985,791,2020,1
SOLEDADE DE MINAS,2357,807,2020,1
TABULEIRO,1846,454,2020,1
TAIOBEIRAS,22475,9704,2020,1
TAPARUBA,1177,445,2020,1
TAPIRA,2226,373,2020,1
TAPIRAI,658,149,2020,1
TAQUARACU DE MINAS,1487,350,2020,1
TARUMIRIM,5282,2048,2020,1
TEIXEIRAS,6969,2626,2020,1
TEOFILO OTONI,62492,21751,2020,1
TIMOTEO,44524,11519,2020,1
TIRADENTES,5060,1293,2020,1
TIROS,4537,826,2020,1
TOCANTINS,9501,3524,2020,1
TOCOS DO MOJI,2283,666,2020,1
TOLEDO,3297,857,2020,1
TOMBOS,4718,1564,2020,1
TRES CORACOES,34381,5953,2020,1
TRES MARIAS,16035,3194,2020,1
TRES PONTAS,29467,5040,2020,1
TUMIRITINGA,1243,492,2020,1
TUPACIGUARA,17148,2725,2020,1
TURMALINA,11376,5424,2020,1
TURVOLANDIA,2690,693,2020,1
UBA,68597,22326,2020,1
UBAI,2546,1291,2020,1
UBAPORANGA,5173,1862,2020,1
UBERABA,230684,47948,2020,1
UBERLANDIA,477061,100380,2020,1
UMBURATIBA,524,254,2020,1
UNAI,55326,11862,2020,1
UNIAO DE MINAS,1788,481,2020,1
URUANA DE MINAS,844,293,2020,1
URUCANIA,3912,962,2020,1
URUCUIA,2508,1037,2020,1
VARGEM ALEGRE,2285,1062,2020,1
VARGEM BONITA,920,224,2020,1
VARGEM GRANDE DO RIO PARDO,1790,1047,2020,1
VARGINHA,84554,17108,2020,1
VARJAO DE MINAS,3106,453,2020,1
VARZEA DA PALMA,14531,4901,2020,1
VARZELANDIA,6724,3917,2020,1
VAZANTE,12863,1765,2020,1
VERDELANDIA,1611,923,2020,1
VEREDINHA,2496,1183,2020,1
VERISSIMO,865,121,2020,1
VERMELHO NOVO,2797,1353,2020,1
VESPASIANO,46800,9769,2020,1
VICOSA,47684,16377,2020,1
VIEIRAS,1963,828,2020,1
VIRGEM DA LAPA,3832,1852,2020,1
VIRGINIA,3896,1219,2020,1
VIRGINOPOLIS,5152,1866,2020,1
VIRGOLANDIA,1487,832,2020,1
VISCONDE DO RIO BRANCO,25584,8833,2020,1
VOLTA GRANDE,1709,354,2020,1
WENCESLAU BRAZ,956,221,2020,1
AGUA CLARA,8576,1883,2020,1
ALCINOPOLIS,2880,907,2020,1
AMAMBAI,20671,4209,2020,1
ANASTACIO,13017,4657,2020,1
ANAURILANDIA,3765,638,2020,1
ANGELICA,7074,1451,2020,1
ANTONIO JOAO,3643,661,2020,1
APARECIDA DO TABOADO,15975,3661,2020,1
AQUIDAUANA,20853,7313,2020,1
ARAL MOREIRA,3040,460,2020,1
BANDEIRANTES,3876,794,2020,1
BATAGUASSU,13441,2130,2020,1
BATAYPORA,5957,1465,2020,1
BELA VISTA,8527,2159,2020,1
BODOQUENA,3960,1281,2020,1
BONITO,12703,3535,2020,1
BRASILANDIA,7181,1444,2020,1
CAARAPO,15156,2573,2020,1
CAMAPUA,8274,1962,2020,1
CAMPO GRANDE,614137,143980,2020,1
CARACOL,1970,534,2020,1
CASSILANDIA,16434,4736,2020,1
CHAPADAO DO SUL,20939,3653,2020,1
CORGUINHO,1801,495,2020,1
CORONEL SAPUCAIA,3781,557,2020,1
CORUMBA,43076,11437,2020,1
COSTA RICA,15238,3516,2020,1
COXIM,21920,7127,2020,1
DEODAPOLIS,7980,1952,2020,1
DOIS IRMAOS DO BURITI,4038,1263,2020,1
DOURADINA,4241,934,2020,1
DOURADOS,161824,34582,2020,1
ELDORADO,6685,1250,2020,1
FATIMA DO SUL,13725,3043,2020,1
FIGUEIRAO,1308,349,2020,1
GLORIA DE DOURADOS,6636,1496,2020,1
GUIA LOPES DA LAGUNA,5754,1742,2020,1
IGUATEMI,7518,1719,2020,1
INOCENCIA,5051,1061,2020,1
ITAPORA,11180,2330,2020,1
ITAQUIRAI,8688,2345,2020,1
IVINHEMA,18629,3811,2020,1
JAPORA,1727,519,2020,1
JARAGUARI,2116,433,2020,1
JARDIM,14475,3628,2020,1
JATEI,2059,517,2020,1
JUTI,3013,664,2020,1
LADARIO,8453,2068,2020,1
LAGUNA CARAPA,3366,588,2020,1
MARACAJU,25871,3859,2020,1
MIRANDA,10403,3105,2020,1
MUNDO NOVO,10600,1777,2020,1
NAVIRAI,33207,7720,2020,1
NIOAQUE,6354,2037,2020,1
NOVA ALVORADA DO SUL,10326,1878,2020,1
NOVA ANDRADINA,34558,7664,2020,1
NOVO HORIZONTE DO SUL,3165,1024,2020,1
PARAISO DAS AGUAS,1927,220,2020,1
PARANAIBA,32193,8797,2020,1
PARANHOS,2431,441,2020,1
PEDRO GOMES,3940,1322,2020,1
PONTA PORA,45210,5968,2020,1
PORTO MURTINHO,3144,1109,2020,1
RIBAS DO RIO PARDO,10392,2545,2020,1
RIO BRILHANTE,18727,3252,2020,1
RIO NEGRO,2803,874,2020,1
RIO VERDE DE MATO GROSSO,11045,2984,2020,1
ROCHEDO,2154,491,2020,1
SANTA RITA DO PARDO,3371,746,2020,1
SAO GABRIEL DO OESTE,20833,3536,2020,1
SELVIRIA,4309,675,2020,1
SETE QUEDAS,4819,1285,2020,1
SIDROLANDIA,20226,4482,2020,1
SONORA,8945,2791,2020,1
TACURU,2751,663,2020,1
TAQUARUSSU,1811,401,2020,1
TERENOS,6875,1746,2020,1
TRES LAGOAS,90198,21773,2020,1
VICENTINA,4226,1109,2020,1
ACORIZAL,1322,462,2020,1
AGUA BOA,17719,5208,2020,1
ALTA FLORESTA,47117,17091,2020,1
ALTO ARAGUAIA,8090,2032,2020,1
ALTO BOA VISTA,2426,1123,2020,1
ALTO GARCAS,6673,1370,2020,1
ALTO PARAGUAI,2263,908,2020,1
ALTO TAQUARI,4623,849,2020,1
APIACAS,4344,1983,2020,1
ARAGUAIANA,798,254,2020,1
ARAGUAINHA,183,40,2020,1
ARAPUTANGA,10650,4091,2020,1
ARENAPOLIS,6802,2110,2020,1
ARIPUANA,11073,5392,2020,1
BARAO DE MELGACO,920,334,2020,1
BARRA DO BUGRES,17399,5764,2020,1
BARRA DO GARCAS,47497,16004,2020,1
BOM JESUS DO ARAGUAIA,2941,1272,2020,1
BRASNORTE,8039,2707,2020,1
CACERES,52144,19430,2020,1
CAMPINAPOLIS,4865,2346,2020,1
CAMPO NOVO DO PARECIS,24616,5150,2020,1
CAMPO VERDE,28185,6279,2020,1
CAMPOS DE JULIO,4186,754,2020,1
CANABRAVA DO NORTE,1962,1024,2020,1
CANARANA,14020,3687,2020,1
CARLINDA,5447,2300,2020,1
CASTANHEIRA,4901,2688,2020,1
CHAPADA DOS GUIMARAES,8669,2340,2020,1
CLAUDIA,7398,2339,2020,1
COCALINHO,1031,365,2020,1
COLIDER,24812,7356,2020,1
COLNIZA,12586,7674,2020,1
COMODORO,10663,3455,2020,1
CONFRESA,14047,5671,2020,1
CONQUISTA D'OESTE,1902,798,2020,1
COTRIGUACU,5148,2849,2020,1
CUIABA,437525,97644,2020,1
CURVELANDIA,2661,1045,2020,1
DENISE,3513,959,2020,1
DIAMANTINO,14899,4279,2020,1
DOM AQUINO,4128,1534,2020,1
FELIZ NATAL,5375,1538,2020,1
FIGUEIROPOLIS D'OESTE,2352,1159,2020,1
GAUCHA DO NORTE,3353,970,2020,1
GENERAL CARNEIRO,916,257,2020,1
GLORIA D'OESTE,1764,610,2020,1
GUARANTA DO NORTE,24282,8894,2020,1
GUIRATINGA,6346,1802,2020,1
INDIAVAI,931,410,2020,1
IPIRANGA DO NORTE,3906,824,2020,1
ITANHANGA,3423,1008,2020,1
ITAUBA,3007,828,2020,1
ITIQUIRA,4746,1335,2020,1
JACIARA,23759,5532,2020,1
JANGADA,2885,978,2020,1
JAURU,6251,2971,2020,1
JUARA,23794,9661,2020,1
JUINA,32099,13147,2020,1
JURUENA,5773,3006,2020,1
JUSCIMEIRA,5030,1473,2020,1
LAMBARI D'OESTE,2590,1072,2020,1
LUCAS DO RIO VERDE,52200,12062,2020,1
LUCIARA,644,364,2020,1
MARCELANDIA,7819,2917,2020,1
MATUPA,12317,3454,2020,1
MIRASSOL D'OESTE,20173,6138,2020,1
NOBRES,9671,3240,2020,1
NORTELANDIA,3239,1167,2020,1
NOSSA SENHORA DO LIVRAMENTO,3545,1196,2020,1
NOVA BANDEIRANTES,6154,3215,2020,1
NOVA BRASILANDIA,2113,792,2020,1
NOVA CANAA DO NORTE,8308,3507,2020,1
NOVA GUARITA,3444,1324,2020,1
NOVA LACERDA,2751,1026,2020,1
NOVA MARILANDIA,1471,502,2020,1
NOVA MARINGA,2583,789,2020,1
NOVA MONTE VERDE,4834,2305,2020,1
NOVA MUTUM,31499,7402,2020,1
NOVA NAZARE,564,236,2020,1
NOVA OLIMPIA,9085,2540,2020,1
NOVA SANTA HELENA,1931,618,2020,1
NOVA UBIRATA,4875,1175,2020,1
NOVA XAVANTINA,13752,4894,2020,1
NOVO HORIZONTE DO NORTE,1700,775,2020,1
NOVO MUNDO,3745,1543,2020,1
NOVO SANTO ANTONIO,363,200,2020,1
NOVO SAO JOAQUIM,3501,1576,2020,1
PARANAITA,7056,2472,2020,1
PARANATINGA,12828,4288,2020,1
PEDRA PRETA,10077,2913,2020,1
PEIXOTO DE AZEVEDO,15935,6298,2020,1
PLANALTO DA SERRA,1073,445,2020,1
POCONE,14167,5862,2020,1
PONTAL DO ARAGUAIA,2669,1074,2020,1
PONTE BRANCA,373,164,2020,1
PONTES E LACERDA,32849,11600,2020,1
PORTO ALEGRE DO NORTE,4284,1860,2020,1
PORTO DOS GAUCHOS,3438,1111,2020,1
PORTO ESPERIDIAO,4250,1679,2020,1
PORTO ESTRELA,1062,380,2020,1
POXOREO,6603,2222,2020,1
PRIMAVERA DO LESTE,61035,13662,2020,1
QUERENCIA,11198,2969,2020,1
RESERVA DO CABACAL,1058,542,2020,1
RIBEIRAO CASCALHEIRA,5160,2214,2020,1
RIBEIRAOZINHO,918,333,2020,1
RIO BRANCO,3312,1503,2020,1
RONDOLANDIA,434,32,2020,1
RONDONOPOLIS,186250,53886,2020,1
ROSARIO OESTE,5864,1908,2020,1
SALTO DO CEU,2190,1041,2020,1
SANTA CARMEM,3059,692,2020,1
SANTA CRUZ DO XINGU,720,397,2020,1
SANTA RITA DO TRIVELATO,1488,284,2020,1
SANTA TEREZINHA,1517,950,2020,1
SANTO AFONSO,1096,415,2020,1
SANTO ANTONIO DO LESTE,1417,403,2020,1
SANTO ANTONIO DO LEVERGER,5085,1591,2020,1
SAO FELIX DO ARAGUAIA,3643,1642,2020,1
SAO JOSE DO POVO,910,349,2020,1
SAO JOSE DO RIO CLARO,9277,2954,2020,1
SAO JOSE DO XINGU,1763,952,2020,1
SAO JOSE DOS QUATRO MARCOS,12475,3881,2020,1
SAO PEDRO DA CIPA,1603,418,2020,1
SAPEZAL,16866,3721,2020,1
SERRA NOVA DOURADA,279,139,2020,1
SINOP,126110,32916,2020,1
SORRISO,75813,16902,2020,1
TABAPORA,4909,1944,2020,1
TANGARA DA SERRA,71996,20116,2020,1
TAPURAH,8240,1836,2020,1
TERRA NOVA DO NORTE,7646,2606,2020,1
TESOURO,631,200,2020,1
TORIXOREU,2297,858,2020,1
UNIAO DO SUL,1936,745,2020,1
VALE DE SAO DOMINGOS,1072,490,2020,1
VARZEA GRANDE,175234,48299,2020,1
VERA,6163,1580,2020,1
VILA BELA DA SANTISSIMA TRINDA,5395,2392,2020,1
VILA RICA,11606,5790,2020,1
ABAETETUBA,35693,19346,2020,1
ABEL FIGUEIREDO,1434,695,2020,1
ACARA,4851,3225,2020,1
AFUA,15,3,2020,1
AGUA AZUL DO NORTE,3043,1686,2020,1
ALENQUER,10080,7399,2020,1
ALMEIRIM,4066,1473,2020,1
ALTAMIRA,63486,33603,2020,1
ANAJAS,317,238,2020,1
ANANINDEUA,146549,47495,2020,1
ANAPU,4665,2858,2020,1
AUGUSTO CORREA,3406,1861,2020,1
AURORA DO PARA,2789,1464,2020,1
AVEIRO,287,200,2020,1
BAGRE,202,143,2020,1
BAIAO,2303,1359,2020,1
BANNACH,794,470,2020,1
BARCARENA,30891,11576,2020,1
BELEM,470610,127816,2020,1
BELTERRA,2939,1455,2020,1
BENEVIDES,15182,5850,2020,1
BOM JESUS DO TOCANTINS,2904,1548,2020,1
BONITO,1744,744,2020,1
BRAGANCA,23830,12406,2020,1
BRASIL NOVO,6039,4070,2020,1
BREJO GRANDE DO ARAGUAIA,1416,812,2020,1
BREU BRANCO,8730,5031,2020,1
BREVES,8350,5805,2020,1
BUJARU,2254,1225,2020,1
CACHOEIRA DO ARARI,1065,784,2020,1
CACHOEIRA DO PIRIA,1715,866,2020,1
CAMETA,14122,10683,2020,1
CANAA DOS CARAJAS,20264,8864,2020,1
CAPANEMA,29476,12971,2020,1
CAPITAO POCO,8885,3841,2020,1
CASTANHAL,80717,32896,2020,1
CHAVES,23,12,2020,1
COLARES,795,493,2020,1
CONCEICAO DO ARAGUAIA,18183,9236,2020,1
CONCORDIA DO PARA,5488,3353,2020,1
CUMARU DO NORTE,1105,725,2020,1
CURIONOPOLIS,7208,3417,2020,1
CURRALINHO,442,357,2020,1
CURUA,702,587,2020,1
CURUCA,3789,2148,2020,1
DOM ELISEU,12707,6161,2020,1
ELDORADO DOS CARAJAS,7937,4549,2020,1
FARO,135,80,2020,1
FLORESTA DO ARAGUAIA,4365,2305,2020,1
GARRAFAO DO NORTE,2107,790,2020,1
GOIANESIA DO PARA,6409,3133,2020,1
GURUPA,715,580,2020,1
IGARAPE-ACU,7544,3317,2020,1
IGARAPE-MIRI,6266,3766,2020,1
INHANGAPI,1510,807,2020,1
IPIXUNA DO PARA,3105,1525,2020,1
IRITUIA,3196,1760,2020,1
ITAITUBA,45257,23818,2020,1
ITUPIRANGA,10340,5792,2020,1
JACAREACANGA,1145,678,2020,1
JACUNDA,16702,9663,2020,1
JURUTI,3168,1977,2020,1
LIMOEIRO DO AJURU,358,303,2020,1
MAE DO RIO,9359,5179,2020,1
MAGALHAES BARATA,531,302,2020,1
MARABA,122144,50739,2020,1
MARACANA,1718,976,2020,1
MARAPANIM,2469,1306,2020,1
MARITUBA,28126,10756,2020,1
MEDICILANDIA,6586,4410,2020,1
MELGACO,219,164,2020,1
MOCAJUBA,2025,1324,2020,1
MOJU,9957,6137,2020,1
MOJUI DOS CAMPOS,1749,813,2020,1
MONTE ALEGRE,14227,9489,2020,1
MUANA,835,636,2020,1
NOVA ESPERANCA DO PIRIA,1552,602,2020,1
NOVA IPIXUNA,3458,1857,2020,1
NOVA TIMBOTEUA,2162,940,2020,1
NOVO PROGRESSO,15682,7521,2020,1
NOVO REPARTIMENTO,17593,11967,2020,1
OBIDOS,7503,4639,2020,1
OEIRAS DO PARA,665,538,2020,1
ORIXIMINA,10587,6140,2020,1
OUREM,2215,892,2020,1
OURILANDIA DO NORTE,13184,7597,2020,1
PACAJA,8004,5507,2020,1
PALESTINA DO PARA,885,538,2020,1
PARAGOMINAS,42844,17467,2020,1
PARAUAPEBAS,100415,34692,2020,1
PAU D'ARCO,1617,970,2020,1
PEIXE-BOI,1415,519,2020,1
PICARRA,1609,1103,2020,1
PLACAS,3124,2185,2020,1
PONTA DE PEDRAS,1282,862,2020,1
PORTEL,1999,1274,2020,1
PORTO DE MOZ,1182,686,2020,1
PRAINHA,1442,1060,2020,1
PRIMAVERA,1448,682,2020,1
QUATIPURU,847,408,2020,1
REDENCAO,64076,30854,2020,1
RIO MARIA,8168,3807,2020,1
RONDON DO PARA,15701,8205,2020,1
RUROPOLIS,6135,3797,2020,1
SALINOPOLIS,10033,4946,2020,1
SALVATERRA,2725,1651,2020,1
SANTA BARBARA DO PARA,3463,1547,2020,1
SANTA CRUZ DO ARARI,184,155,2020,1
SANTA ISABEL DO PARA,20260,8929,2020,1
SANTA LUZIA DO PARA,3023,1406,2020,1
SANTA MARIA DAS BARREIRAS,2720,1344,2020,1
SANTA MARIA DO PARA,6771,2701,2020,1
SANTANA DO ARAGUAIA,12756,7133,2020,1
SANTAREM,107845,45842,2020,1
SANTAREM NOVO,711,385,2020,1
SANTO ANTONIO DO TAUA,4719,2093,2020,1
SAO CAETANO DE ODIVELAS,1549,816,2020,1
SAO DOMINGOS DO ARAGUAIA,8080,4787,2020,1
SAO DOMINGOS DO CAPIM,2091,1294,2020,1
SAO FELIX DO XINGU,18344,12572,2020,1
SAO FRANCISCO DO PARA,2936,1419,2020,1
SAO GERALDO DO ARAGUAIA,8375,5197,2020,1
SAO JOAO DA PONTA,449,241,2020,1
SAO JOAO DE PIRABAS,1959,1093,2020,1
SAO JOAO DO ARAGUAIA,1729,989,2020,1
SAO MIGUEL DO GUAMA,11812,6573,2020,1
SAO SEBASTIAO DA BOA VISTA,461,360,2020,1
SAPUCAIA,1521,801,2020,1
SENADOR JOSE PORFIRIO,1146,754,2020,1
SOURE,3187,1959,2020,1
TAILANDIA,23142,13698,2020,1
TERRA ALTA,1442,748,2020,1
TERRA SANTA,937,589,2020,1
TOME-ACU,14692,7839,2020,1
TRACUATEUA,2555,1417,2020,1
TRAIRAO,3313,1954,2020,1
TUCUMA,26531,16478,2020,1
TUCURUI,33736,16044,2020,1
ULIANOPOLIS,4992,2444,2020,1
URUARA,11816,6986,2020,1
VIGIA,7563,3255,2020,1
VISEU,3304,2070,2020,1
VITORIA DO XINGU,2648,1346,2020,1
XINGUARA,29526,14749,2020,1
AGUA BRANCA,911,302,2020,1
AGUIAR,1200,739,2020,1
ALAGOA GRANDE,6196,3302,2020,1
ALAGOA NOVA,4685,1904,2020,1
ALAGOINHA,3123,1613,2020,1
ALCANTIL,826,261,2020,1
ALGODAO DE JANDAIRA,421,104,2020,1
ALHANDRA,5729,1792,2020,1
AMPARO,376,152,2020,1
APARECIDA,2069,1117,2020,1
ARACAGI,4790,2912,2020,1
ARARA,2121,735,2020,1
ARARUNA,4133,2071,2020,1
AREIA,5943,2515,2020,1
AREIA DE BARAUNAS,305,161,2020,1
AREIAL,1287,408,2020,1
AROEIRAS,2768,1257,2020,1
ASSUNCAO,570,190,2020,1
BAIA DA TRAICAO,1614,936,2020,1
BANANEIRAS,5390,2366,2020,1
BARAUNA,597,186,2020,1
BARRA DE SANTA ROSA,2338,761,2020,1
BARRA DE SANTANA,1325,526,2020,1
BARRA DE SAO MIGUEL,558,210,2020,1
BAYEUX,30931,11698,2020,1
BELEM,4166,1789,2020,1
BELEM DO BREJO DO CRUZ,1149,701,2020,1
BERNARDINO BATISTA,463,277,2020,1
BOA VENTURA,1158,746,2020,1
BOA VISTA,1917,686,2020,1
BOM JESUS,567,293,2020,1
BOM SUCESSO,1348,1011,2020,1
BONITO DE SANTA FE,2342,1407,2020,1
BOQUEIRAO,4812,2034,2020,1
BORBOREMA,995,479,2020,1
BREJO DO CRUZ,3807,2106,2020,1
BREJO DOS SANTOS,1619,1108,2020,1
CAAPORA,3697,1056,2020,1
CABACEIRAS,1210,413,2020,1
CABEDELO,25905,6393,2020,1
CACHOEIRA DOS INDIOS,2184,1331,2020,1
CACIMBA DE AREIA,691,424,2020,1
CACIMBA DE DENTRO,2712,1226,2020,1
CACIMBAS,1189,703,2020,1
CAICARA,1486,850,2020,1
CAJAZEIRAS,33005,14237,2020,1
CAJAZEIRINHAS,646,371,2020,1
CALDAS BRANDAO,1604,870,2020,1
CAMALAU,863,372,2020,1
CAMPINA GRANDE,190219,58063,2020,1
CAPIM,1227,503,2020,1
CARAUBAS,393,139,2020,1
CARRAPATEIRA,571,387,2020,1
CASSERENGUE,1030,265,2020,1
CATINGUEIRA,697,353,2020,1
CATOLE DO ROCHA,14043,7182,2020,1
CATURITE,1487,572,2020,1
CONCEICAO,5045,2843,2020,1
CONDADO,1554,843,2020,1
CONDE,6585,2958,2020,1
CONGO,795,337,2020,1
COREMAS,5192,3387,2020,1
COXIXOLA,387,157,2020,1
CRUZ DO ESPIRITO SANTO,4148,2437,2020,1
CUBATI,1218,546,2020,1
CUITE,3626,1475,2020,1
CUITE DE MAMANGUAPE,1439,747,2020,1
CUITEGI,1620,709,2020,1
CURRAL DE CIMA,1224,721,2020,1
CURRAL VELHO,449,319,2020,1
DAMIAO,618,162,2020,1
DESTERRO,2103,1008,2020,1
DIAMANTE,1411,918,2020,1
DONA INES,1895,953,2020,1
DUAS ESTRADAS,849,422,2020,1
EMAS,474,258,2020,1
ESPERANCA,10225,3885,2020,1
FAGUNDES,2555,1488,2020,1
FREI MARTINHO,331,171,2020,1
GADO BRAVO,1125,446,2020,1
GUARABIRA,23483,9116,2020,1
GURINHEM,3059,1719,2020,1
GURJAO,608,265,2020,1
IBIARA,1412,903,2020,1
IGARACY,1598,1082,2020,1
IMACULADA,1198,579,2020,1
INGA,5492,2774,2020,1
ITABAIANA,7396,3006,2020,1
ITAPORANGA,8480,4699,2020,1
ITAPOROROCA,5557,2866,2020,1
ITATUBA,2026,1208,2020,1
JACARAU,3585,1829,2020,1
JERICO,2152,1429,2020,1
JOAO PESSOA,406228,109521,2020,1
JUAREZ TAVORA,1919,1007,2020,1
JUAZEIRINHO,2972,1085,2020,1
JUNCO DO SERIDO,1092,333,2020,1
JURIPIRANGA,1455,435,2020,1
JURU,1216,684,2020,1
LAGOA,991,651,2020,1
LAGOA DE DENTRO,2013,1008,2020,1
LAGOA SECA,8264,3582,2020,1
LASTRO,767,527,2020,1
LIVRAMENTO,1067,492,2020,1
LOGRADOURO,609,342,2020,1
LUCENA,3096,1563,2020,1
MAE D'AGUA,597,347,2020,1
MALTA,1370,753,2020,1
MAMANGUAPE,15645,6852,2020,1
MANAIRA,990,593,2020,1
MARCACAO,1355,631,2020,1
MARI,5582,2867,2020,1
MARIZOPOLIS,1466,777,2020,1
MASSARANDUBA,3006,1558,2020,1
MATARACA,1760,889,2020,1
MATINHAS,784,349,2020,1
MATO GROSSO,833,444,2020,1
MATUREIA,1429,749,2020,1
MOGEIRO,2931,1829,2020,1
MONTADAS,1105,309,2020,1
MONTE HOREBE,996,582,2020,1
MONTEIRO,9618,4054,2020,1
MULUNGU,2027,1208,2020,1
NATUBA,626,297,2020,1
NAZAREZINHO,1460,808,2020,1
NOVA FLORESTA,1160,471,2020,1
NOVA OLINDA,1357,913,2020,1
NOVA PALMEIRA,680,252,2020,1
OLHO D'AGUA,1086,562,2020,1
OLIVEDOS,822,258,2020,1
OURO VELHO,520,214,2020,1
PARARI,401,213,2020,1
PASSAGEM,593,287,2020,1
PATOS,51364,21484,2020,1
PAULISTA,3388,1849,2020,1
PEDRA BRANCA,768,509,2020,1
PEDRA LAVRADA,1203,490,2020,1
PEDRAS DE FOGO,6910,1924,2020,1
PEDRO REGIS,1002,609,2020,1
PIANCO,5500,3266,2020,1
PICUI,3744,1601,2020,1
PILAR,2717,1563,2020,1
PILOES,1557,813,2020,1
PILOEZINHOS,1340,839,2020,1
PIRPIRITUBA,2461,1201,2020,1
PITIMBU,2650,863,2020,1
POCINHOS,3141,945,2020,1
POCO DANTAS,693,499,2020,1
POCO DE JOSE DE MOURA,998,648,2020,1
POMBAL,13565,6507,2020,1
PRATA,611,257,2020,1
PRINCESA ISABEL,4451,1886,2020,1
PUXINANA,2406,855,2020,1
QUEIMADAS,14868,6044,2020,1
QUIXABA,439,245,2020,1
